,,,,sim to bat,sim to MM bat,diff
KNU_141112_P10,AKS50244,Swine,Porcine_epidemic_diarrhea_virus,0.068680182,0.325657603,0.256977421
KNU_141112_P5,AKS50238,Swine,Porcine_epidemic_diarrhea_virus,0.06854227,0.325657603,0.257115333
GDS23,AWV57054,Swine,Porcine_epidemic_diarrhea_virus,0.067908903,0.325653522,0.25774462
EHM_1/JPN/2014,BAT33125,Swine,Porcine_epidemic_diarrhea_virus,0.068285281,0.325626716,0.257341436
IWT_2/JPN/2014,BAT33287,Swine,Porcine_epidemic_diarrhea_virus,0.069526831,0.325626716,0.256099885
PEDV/USA/Missouri130/2015,ANI85782,Swine,Porcine_epidemic_diarrhea_virus,0.068285281,0.325626716,0.257341436
IBR_8/JPN/2014,BAT33311,Swine,Porcine_epidemic_diarrhea_virus,0.067347502,0.325624668,0.258277166
KMM_1/JPN/2014,BAT33155,Swine,Porcine_epidemic_diarrhea_virus,0.068727574,0.325624668,0.256897094
AFCD307,ACA52157,Bat,Bat_coronavirus_1B,0.055748645,0.325620717,0.269872073
OH8593_14,ALM31938,Swine,Porcine_epidemic_diarrhea_virus,0.068689655,0.325597874,0.256908219
CH/HB9/2016,AYP73639,Swine,Porcine_epidemic_diarrhea_virus,0.068413793,0.325597874,0.257184081
LZW,AIJ01335,Swine,Porcine_epidemic_diarrhea_virus,0.069635962,0.325540205,0.255904243
LZC,ABM64776,Swine,Porcine_epidemic_diarrhea_virus,0.067961165,0.325519446,0.257558281
ZJ15XS0101_P1,AQT33894,Swine,Porcine_epidemic_diarrhea_virus,0.069046307,0.325513456,0.25646715
CH/BJ2/2016,AYP73634,Swine,Porcine_epidemic_diarrhea_virus,0.069046307,0.325513456,0.25646715
LZW,AIJ01341,Swine,Porcine_epidemic_diarrhea_virus,0.069764235,0.325511379,0.255747143
OH9097_14,ALM31944,Swine,Porcine_epidemic_diarrhea_virus,0.068799118,0.325511379,0.256712261
KMM_2/JPN/2014,BAT33161,Swine,Porcine_epidemic_diarrhea_virus,0.068551724,0.3255093,0.256957576
bat/USA/CDPHE15/2006,AGT21333,Bat,Bat_coronavirus_CDPHE15,0.059695233,0.325503058,0.265807825
CH/SCCD/2014,AMR60833,Swine,Porcine_epidemic_diarrhea_virus,0.069507654,0.325480471,0.255972817
GDS27,QCQ19906,Swine,Porcine_epidemic_diarrhea_virus,0.068266446,0.325480471,0.257214025
CH/GDZQ/2014,AIS82613,Swine,Porcine_epidemic_diarrhea_virus,0.067522784,0.325474207,0.257951423
GDS46,QCQ20038,Swine,Porcine_epidemic_diarrhea_virus,0.069222284,0.325451647,0.256229364
KNU_1807,QBA57558,Swine,Porcine_epidemic_diarrhea_virus,0.068304126,0.325418623,0.257114497
GDS10,AWV57048,Swine,Porcine_epidemic_diarrhea_virus,0.06850448,0.325391905,0.256887425
ON_018,AIJ19445,Swine,Porcine_epidemic_diarrhea_virus,0.068322981,0.325387683,0.257064701
GDS40,QCQ19966,Swine,Porcine_epidemic_diarrhea_virus,0.068361817,0.325379225,0.257017407
ZJ15XS0101_P16,QEE80059,Swine,Porcine_epidemic_diarrhea_virus,0.068889501,0.325367322,0.25647782
IBR_6/JPN/2014,BAT33239,Swine,Porcine_epidemic_diarrhea_virus,0.068423231,0.325360971,0.25693774
IBR_4/JPN/2014,BAT33305,Swine,Porcine_epidemic_diarrhea_virus,0.067761524,0.325358852,0.257597328
SLOreBAS_2/2015,APG31005,Swine,Porcine_epidemic_diarrhea_virus,0.068096886,0.325352487,0.257255602
PEDV_Hjms,ATG31094,Swine,Porcine_epidemic_diarrhea_virus,0.068238213,0.325305472,0.257067259
ZJ15XS0101_P120,QEE80071,Swine,Porcine_epidemic_diarrhea_virus,0.067971874,0.325280949,0.257309075
PEDV_LYG,AJP67450,Swine,Porcine_epidemic_diarrhea_virus,0.068200606,0.32527881,0.257078204
KNU_1703,AWM11462,Swine,Porcine_epidemic_diarrhea_virus,0.066023432,0.325276671,0.259253239
JSHA2013,ALL27308,Swine,Porcine_epidemic_diarrhea_virus,0.069664781,0.325272389,0.255607608
XY2013,ALL27302,Swine,Porcine_epidemic_diarrhea_virus,0.069924295,0.325254312,0.255330018
KNU_1705,AWM11474,Swine,Porcine_epidemic_diarrhea_virus,0.068109748,0.325245727,0.25713598
SD2014,AND76936,Swine,Porcine_epidemic_diarrhea_virus,0.067062233,0.325241428,0.258179196
LW/L,QBM00061,Swine,Porcine_epidemic_diarrhea_virus,0.068417415,0.325241428,0.256824013
KGS_2/JPN/2013,BAT33143,Swine,Porcine_epidemic_diarrhea_virus,0.068376068,0.325216929,0.256840861
BJ_2011_1,AFC98504,Swine,Porcine_epidemic_diarrhea_virus,0.069122517,0.325212615,0.256090099
KNU_1706,AWM11480,Swine,Porcine_epidemic_diarrhea_virus,0.06773348,0.325183807,0.257450327
CHYJ130330,AHM88217,Swine,Porcine_epidemic_diarrhea_virus,0.068037538,0.325181641,0.257144103
GDS29,QCQ19888,Swine,Porcine_epidemic_diarrhea_virus,0.067218772,0.325121843,0.257903072
GDS21,QCQ19852,Swine,Porcine_epidemic_diarrhea_virus,0.06778959,0.325090845,0.257301255
CN/Liaoning25/2018,QCW07226,Swine,Porcine_epidemic_diarrhea_virus,0.068917988,0.325073015,0.256155028
GDS31,QCQ19990,Swine,Porcine_epidemic_diarrhea_virus,0.067254686,0.325070822,0.257816136
GDS28,QCQ19858,Swine,Porcine_epidemic_diarrhea_virus,0.067862069,0.32506643,0.257204362
NPL_PEDv/2013/p10.1,AIK69675,Swine,Porcine_epidemic_diarrhea_virus,0.066896552,0.32506643,0.258169879
TTR_1/JPN/2014,BAT33185,Swine,Porcine_epidemic_diarrhea_virus,0.065958328,0.325064233,0.259105906
GDS19,QCQ19876,Swine,Porcine_epidemic_diarrhea_virus,0.06802815,0.325064233,0.257036084
PEDV/USA/Minnesota125/2015,ANI85812,Swine,Porcine_epidemic_diarrhea_virus,0.067255904,0.325059835,0.257803931
CH/BJ11/2016,AYP73645,Swine,Porcine_epidemic_diarrhea_virus,0.068623398,0.325042047,0.256418648
PEDV/USA/Kansas126/2015,ANI85734,Swine,Porcine_epidemic_diarrhea_virus,0.068294702,0.325035436,0.256740734
GDS11,QCQ19870,Swine,Porcine_epidemic_diarrhea_virus,0.070158511,0.325011067,0.254852555
GDS30,QCQ19840,Swine,Porcine_epidemic_diarrhea_virus,0.06704373,0.325006644,0.257962913
CHN/SH_2016_4/2016,AVK78147,Swine,Porcine_epidemic_diarrhea_virus,0.068219405,0.324982295,0.25676289
SHQP/YM/2013,AHW40030,Swine,Porcine_epidemic_diarrhea_virus,0.06714463,0.324980076,0.257835446
PEDV_WS,AJP67456,Swine,Porcine_epidemic_diarrhea_virus,0.06779661,0.324953527,0.257156917
6610,QHA24671,Bat,Miniopterus_bat_coronavirus_HKU8,0.055323881,0.324942386,0.269618505
PEDV_10F,AJP67414,Swine,Porcine_epidemic_diarrhea_virus,0.066988284,0.324922532,0.257934248
PEDV/GER/L00901_V215/1978,SNC44845,Swine,Porcine_epidemic_diarrhea_virus,0.067317073,0.324922257,0.257605184
GDS20,QCQ19804,Swine,Porcine_epidemic_diarrhea_virus,0.068808605,0.324920298,0.256111693
KNU_141112_S_DEL2/ORF3,ASA40097,Swine,Porcine_epidemic_diarrhea_virus,0.065973666,0.324913587,0.258939921
GDS13,QCQ19864,Swine,Porcine_epidemic_diarrhea_virus,0.068266446,0.324860508,0.256594062
GDS44,QCQ19978,Swine,Porcine_epidemic_diarrhea_virus,0.068765534,0.324853749,0.256088215
CH/HNAY/2015,AKV62619,Swine,Porcine_epidemic_diarrhea_virus,0.067705461,0.324831739,0.257126279
GDS25,QCQ19816,Swine,Porcine_epidemic_diarrhea_virus,0.068699131,0.32482948,0.256130349
GDS22,QCQ19834,Swine,Porcine_epidemic_diarrhea_virus,0.068109748,0.324802975,0.256693228
GDS05,QCQ19798,Swine,Porcine_epidemic_diarrhea_virus,0.067658812,0.324776489,0.257117677
CH/SCZJ/2018,AZL47228,Swine,Porcine_epidemic_diarrhea_virus,0.06850448,0.324745463,0.256240983
GDS17,QCQ19810,Swine,Porcine_epidemic_diarrhea_virus,0.068442114,0.324709843,0.256267729
USA/NC/2013/49469,AKP80603,Swine,Porcine_epidemic_diarrhea_virus,0.065949227,0.324681077,0.25873185
SC1402,AJW67223,Swine,Porcine_epidemic_diarrhea_virus,0.067578773,0.324654623,0.25707585
ZJU/G2/2013,ANY27031,Swine,Porcine_epidemic_diarrhea_virus,0.068789633,0.324597131,0.255807498
GDS43,QCQ19912,Swine,Porcine_epidemic_diarrhea_virus,0.067925048,0.32457072,0.256645672
CH/JXJA/2017,AUJ79484,Swine,Porcine_epidemic_diarrhea_virus,0.067209495,0.324561404,0.257351909
SD_M,AFX98013,Swine,Porcine_epidemic_diarrhea_virus,0.066390041,0.324561404,0.258171362
GDS09,QCQ20074,Swine,Porcine_epidemic_diarrhea_virus,0.06598423,0.324501551,0.258517321
CH/ZMDZY/11,AGA94620,Swine,Porcine_epidemic_diarrhea_virus,0.068561181,0.324475153,0.255913972
PEDV/USA/Oklahoma133/2015,ANI85740,Swine,Porcine_epidemic_diarrhea_virus,0.067347502,0.324472798,0.257125296
JSLS_1/2015,AOM53008,Swine,Porcine_epidemic_diarrhea_virus,0.065145228,0.324472798,0.25932757
CV777,ALS35469,Swine,Porcine_epidemic_diarrhea_virus,0.065725751,0.324470442,0.258744692
PEDV_LNsy,ATG31100,Swine,Porcine_epidemic_diarrhea_virus,0.066684999,0.324422413,0.257737414
LNCT2,ALS35474,Swine,Porcine_epidemic_diarrhea_virus,0.067981247,0.324388948,0.256407701
KNU_1601,ASA69724,Swine,Porcine_epidemic_diarrhea_virus,0.068852009,0.324374503,0.255522493
JSX2014,AZN28593,Swine,Porcine_epidemic_diarrhea_virus,0.065867438,0.324245375,0.258377937
JS_2/2015,AOM53015,Swine,Porcine_epidemic_diarrhea_virus,0.06515424,0.324235711,0.259081471
WHLL,QED58401,Swine,Porcine_epidemic_diarrhea_virus,0.068106769,0.324211831,0.256105062
CH/HNLH/2015,ALP06210,Swine,Porcine_epidemic_diarrhea_virus,0.06662069,0.324092117,0.257471427
GDS07,QCQ19846,Swine,Porcine_epidemic_diarrhea_virus,0.067228051,0.324087203,0.256859152
PEDV_CHZ,AJP67432,Swine,Porcine_epidemic_diarrhea_virus,0.067172414,0.324003543,0.256831129
NW17,ATY72306,Swine,Porcine_epidemic_diarrhea_virus,0.066446099,0.323977333,0.257531234
AH_M,AHG97559,Swine,Porcine_epidemic_diarrhea_virus,0.065532974,0.323943662,0.258410688
CH/GDGZ/2012,AGR51642,Swine,Porcine_epidemic_diarrhea_virus,0.065894679,0.323862631,0.257967952
GDS33,QCQ19900,Swine,Porcine_epidemic_diarrhea_virus,0.064731213,0.323813747,0.259082535
PPC_14,AUZ98436,Swine,Porcine_epidemic_diarrhea_virus,0.066114562,0.323766498,0.257651937
SQ2014,AKP99781,Swine,Porcine_epidemic_diarrhea_virus,0.065145228,0.323763955,0.258618727
GDS24,QCQ19822,Swine,Porcine_epidemic_diarrhea_virus,0.067135374,0.323623163,0.256487789
PEDV_15F,AJP67426,Swine,Porcine_epidemic_diarrhea_virus,0.065776799,0.323604847,0.257828047
JSX2014/ATT,AZN28588,Swine,Porcine_epidemic_diarrhea_virus,0.065618969,0.32353462,0.257915651
85_7_A40,AST13130,Swine,Porcine_epidemic_diarrhea_virus,0.065111759,0.323422384,0.258310625
C3_HB2017,AXK47352,Swine,Porcine_epidemic_diarrhea_virus,0.064676617,0.323404255,0.258727638
PEDV_LY,AJP67438,Swine,Porcine_epidemic_diarrhea_virus,0.065675341,0.323365478,0.257690137
GDS47,QCQ19918,Swine,Porcine_epidemic_diarrhea_virus,0.065259382,0.323263643,0.258004261
PEDV_8C,AJP67408,Swine,Porcine_epidemic_diarrhea_virus,0.065384615,0.323233216,0.2578486
85_7_mutant1,AST13221,Swine,Porcine_epidemic_diarrhea_virus,0.064767199,0.3232081,0.258440901
ZJU/G1/2013,AOC38021,Swine,Porcine_epidemic_diarrhea_virus,0.065314063,0.323179396,0.257865333
PEDV_14,AJP67420,Swine,Porcine_epidemic_diarrhea_virus,0.065097715,0.323102777,0.258005062
85_7_mutant5,AST13245,Swine,Porcine_epidemic_diarrhea_virus,0.064731213,0.323093314,0.258362102
AVCT12,BAR73378,Swine,Porcine_epidemic_diarrhea_virus,0.06504517,0.323030465,0.257985294
85_7,AST13215,Swine,Porcine_epidemic_diarrhea_virus,0.064399722,0.322921288,0.258521566
CH/FJND_3/2011,AFB77234,Swine,Porcine_epidemic_diarrhea_virus,0.066143034,0.32282907,0.256686035
KNU_1816,QBO24657,Swine,Porcine_epidemic_diarrhea_virus,0.066263404,0.322800496,0.256537092
85_7_C40,AST13136,Swine,Porcine_epidemic_diarrhea_virus,0.064131038,0.322772453,0.258641415
PEDV_7C,AJP67402,Swine,Porcine_epidemic_diarrhea_virus,0.061546916,0.322466649,0.260919733
Bat_CoV/P.kuhlii/Italy/206679_3/2010,AZF86130,Bat,Nyctacovirus,0.062973998,0.322370735,0.259396737
Bat_CoV/P.kuhlii/Italy/3398_19/2015,AZF86124,Bat,Nyctacovirus,0.06067994,0.32195937,0.26127943
85_7_mutant4,AST13239,Swine,Porcine_epidemic_diarrhea_virus,0.062604109,0.321618743,0.259014635
160942,QHA24710,Bat,Bat_Coronavirus_HKU10,0.027484819,0.321577516,0.294092696
85_7_mutant2,AST13227,Swine,Porcine_epidemic_diarrhea_virus,0.061623872,0.32096903,0.259345158
PEDV/Belgorod/dom/2008,ASV51733,Swine,Porcine_epidemic_diarrhea_virus,0.055501864,0.320045859,0.264543996
PEDV_1C,AJP67396,Swine,Porcine_epidemic_diarrhea_virus,0.054168952,0.317066714,0.262897761
Mink/China/1/2016,AVY53336,Mink,Minacovirus,0.062764831,0.30563331,0.242868479
FCoV/NTU156/P/2007,ACS44218,Cat,Alphacoronavirus_1,0.06046814,0.303262956,0.242794815
79_1146,AAY16375,Cat,Alphacoronavirus_1,0.056510417,0.301675978,0.245165561
FCoVWSU791146_P8,AGZ84526,Cat,Alphacoronavirus_1,0.055866649,0.301265823,0.245399173
K378,AFX81098,Dog,Alphacoronavirus_1,0.05966463,0.301090275,0.241425645
S378,AFX81108,Dog,Alphacoronavirus_1,0.05966463,0.301090275,0.241425645
attenuated_H,ABU49659,Swine,Alphacoronavirus_1,0.05801069,0.300793859,0.242783169
TGEV/USA/Illinois149/2013,ASV64393,Swine,Alphacoronavirus_1,0.06044815,0.300680391,0.240232241
JS2012,AMB66488,Swine,Alphacoronavirus_1,0.058417903,0.300679798,0.242261895
TGEV/USA/NorthCarolina140/2007,ASV64313,Swine,Alphacoronavirus_1,0.059903633,0.300601727,0.240698093
TGEV/Mex/145/2008,ASV64358,Swine,Alphacoronavirus_1,0.058440713,0.300548828,0.242108115
TGEV/USA/Oklahoma147/2012,ASV64375,Swine,Alphacoronavirus_1,0.060432404,0.300540729,0.240108325
Purdue,CAB91145,Swine,Alphacoronavirus_1,0.058540393,0.30053122,0.241990827
TGEV/USA/Minnesota152/2014,ASV64420,Swine,Alphacoronavirus_1,0.059827946,0.3004363,0.240608354
TGEV/USA/Illinois146/2008,ASV64367,Swine,Alphacoronavirus_1,0.06017192,0.3003663,0.240194381
TGEV/USA/NorthCarolina142/2007,ASV64331,Swine,Alphacoronavirus_1,0.059390466,0.300279086,0.24088862
TGEV/USA/Tennessee144/2008,ASV64349,Swine,Alphacoronavirus_1,0.059911435,0.300279086,0.240367651
TGEV/USA/Illinois139/2006,ASV64304,Swine,Alphacoronavirus_1,0.059375,0.300226718,0.240851718
DF_2,AFH55121,Cat,Alphacoronavirus_1,0.055129372,0.30002618,0.244896808
TGEV/USA/Z/1986,ASV64277,Swine,Alphacoronavirus_1,0.059481973,0.299939019,0.240457046
TGEV/USA/Minnesota153/2014,ASV64429,Swine,Alphacoronavirus_1,0.059781193,0.299930229,0.240149035
DF_2_R3i,AFH55111,Cat,Alphacoronavirus_1,0.054739306,0.299764377,0.245025072
TGEV/USA/SouthDakota154/2014,ASV64438,Swine,Alphacoronavirus_1,0.058662495,0.299764377,0.241101882
TS,ABC72414,Swine,Alphacoronavirus_1,0.056778226,0.299729659,0.242951433
TGEV/USA/Minnesota141/2007,ASV64322,Swine,Alphacoronavirus_1,0.059627653,0.2995902,0.239962547
TGEV/USA/Iowa143/2008,ASV64340,Swine,Alphacoronavirus_1,0.058241042,0.299572538,0.241331495
TGEV/USA/HB/1988,ASV64286,Swine,Alphacoronavirus_1,0.056458957,0.299312026,0.24285307
GZ02,AAS00003,Human,Severe_acute_respiratory_syndrome_related_coronavirus,0.795807571,0.823849933,0.028042363
CCoV/NTU336/F/2008,ADB28907,Dog,Alphacoronavirus_1,0.060367115,0.29698921,0.236622095
A76,AEQ61968,Dog,Alphacoronavirus_1,0.054573405,0.29248565,0.237912245
FRCoV_NL_2010,AKG92640,Ferret,Ferret_coronavirus,0.044897959,0.292377702,0.247479743
FSCV6,ASR18946,Ferret,Ferret_systemic_coronavirus,0.04995435,0.290790048,0.240835698
Black,ABX60145,Cat,Alphacoronavirus_1,0.049619796,0.289979977,0.240360181
FECV1,ASR18938,Ferret,Ferret_enteric_coronavirus,0.042925691,0.286871679,0.243945988
Felis_catus/NLD/UU88/2010,AGT52080,Cat,Alphacoronavirus_1,0.050808016,0.285302594,0.234494578
FCoV_SB22,AYF53093,Cat,Feline_alphacoronavirus1,0.046577458,0.284557799,0.237980342
28O,AJO26983,Cat,Alphacoronavirus_1,0.047569937,0.284133484,0.236563548
65F,AJO26993,Cat,Alphacoronavirus_1,0.047392144,0.283674358,0.236282214
80F,AJO27013,Cat,Alphacoronavirus_1,0.04749646,0.283662634,0.236166174
67F,AJO27003,Cat,Alphacoronavirus_1,0.047104247,0.283550914,0.236446667
26M,AJO27023,Cat,Alphacoronavirus_1,0.046828766,0.283215871,0.236387104
37112_1,QII89019,Dolphin,Bottlenose_dolphin_coronavirus,0.016660356,0.275153295,0.258492939
CF090327,AHB63495,Dolphin,Beluga_Whale_coronavirus_SW1,0.01740982,0.269482759,0.252072939
CF090325,AHB63481,Dolphin,Beluga_Whale_coronavirus_SW1,0.017282405,0.268862637,0.251580232
CF090331,AHB63508,Dolphin,Beluga_Whale_coronavirus_SW1,0.017267267,0.268540876,0.251273609
